listing_id,host_id,neighbourhood_cleansed,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
1191844345277857169,8725057,Zuid,Entire home/apt,,4,3,0.3,0
1191876385499752009,411614718,Noord-West,Entire home/apt,325.0,2,1,1.0,30
1191954268239351341,437276750,Centrum-West,Entire home/apt,,1,4,0.39,0
1192002054772284553,566735219,Centrum-Oost,Private room,196.0,1,0,,363
1192497214286318857,24002310,Centrum-Oost,Private room,,2,30,3.33,4
1192539394286121206,385714381,De Baarsjes - Oud-West,Entire home/apt,400.0,3,3,0.31,321
1192619755934177311,26713489,Noord-Oost,Entire home/apt,,2,0,,0
1192692345552850668,52048755,De Baarsjes - Oud-West,Entire home/apt,,4,6,0.65,0
1192778694447376593,44370603,Zuid,Entire home/apt,222.0,2,5,0.47,172
1192822467049525228,580927886,Westerpark,Entire home/apt,227.0,2,3,1.41,356
1192864563169625427,286014437,Oud-Oost,Private room,116.0,2,14,1.35,113
1193225517558499852,2936279,De Baarsjes - Oud-West,Entire home/apt,500.0,5,1,0.1,362
1193263806653947335,57923528,Oud-Oost,Entire home/apt,295.0,3,9,0.8,61
1193330046693209228,6664360,Zuid,Private room,175.0,1,2,0.23,280
1193346490682168251,48582599,Centrum-West,Entire home/apt,218.0,3,52,5.03,279
1193409425509014854,46173567,De Pijp - Rivierenbuurt,Entire home/apt,,3,0,,0
1193539762359303865,584057335,Centrum-West,Private room,,2,5,0.57,120
1193559574799511220,104735508,Bos en Lommer,Entire home/apt,,3,1,0.09,0
1193968759388353005,37210705,Centrum-West,Entire home/apt,360.0,2,8,0.75,193
1194057374633964396,4089142,Centrum-Oost,Entire home/apt,807.0,3,0,,83
1194747881356696532,277531208,De Pijp - Rivierenbuurt,Entire home/apt,300.0,3,2,0.18,23
1194767127295969744,2379150,Centrum-Oost,Entire home/apt,213.0,3,3,0.28,6
1195381171073773630,53016863,De Baarsjes - Oud-West,Entire home/apt,285.0,4,4,0.4,10
1195597308518318115,28633973,Westerpark,Entire home/apt,,3,1,0.11,0
1195643700378150978,133408533,De Pijp - Rivierenbuurt,Entire home/apt,189.0,3,5,0.57,36
1195729577375899755,482175683,Oud-Oost,Entire home/apt,,3,2,0.22,0
1195921372996263005,15574121,De Baarsjes - Oud-West,Entire home/apt,356.0,3,3,0.26,19
1196125839459356680,561156498,Oud-Noord,Entire home/apt,123.0,2,4,0.4,293
1196181648371109831,477684300,De Baarsjes - Oud-West,Entire home/apt,,3,5,0.46,24
1196253746766529762,3358663,De Pijp - Rivierenbuurt,Entire home/apt,,1,0,,0
1196369746216856962,6276772,Centrum-West,Entire home/apt,,1,9,0.81,0
1196377220086436188,588360212,De Baarsjes - Oud-West,Entire home/apt,186.0,1,3,0.27,160
1196417309802760238,143098191,Centrum-Oost,Entire home/apt,,3,1,0.09,0
1196463792816191169,24923643,IJburg - Zeeburgereiland,Entire home/apt,257.0,3,3,0.28,147
1196465174641729489,72835921,De Pijp - Rivierenbuurt,Entire home/apt,270.0,2,1,0.11,305
1196479524596880834,67620080,Bos en Lommer,Entire home/apt,209.0,2,3,0.32,209
1196957001337974195,80190371,De Baarsjes - Oud-West,Entire home/apt,227.0,2,6,0.65,30
1197047325615726276,421704218,Westerpark,Entire home/apt,,10,0,,0
1197167550629796508,109660108,Slotervaart,Private room,117.0,2,6,0.61,43
1197219385138210111,19940450,De Baarsjes - Oud-West,Entire home/apt,173.0,2,9,0.85,0
1197640682243354608,588303522,Centrum-Oost,Entire home/apt,244.0,3,57,5.18,242
1197680312077779445,51757785,De Pijp - Rivierenbuurt,Entire home/apt,446.0,2,0,,365
1197680944736716575,588521381,IJburg - Zeeburgereiland,Entire home/apt,428.0,4,0,,72
1197697026835976801,31470786,Oostelijk Havengebied - Indische Buurt,Entire home/apt,149.0,1,8,0.74,37
1198370867996181347,55493008,De Baarsjes - Oud-West,Entire home/apt,205.0,3,0,,72
1198427920089503683,39110511,Centrum-West,Entire home/apt,220.0,1,3,0.3,64
1198576811566081600,94842931,Westerpark,Entire home/apt,,3,4,0.42,0
1198637747785940637,582806478,Bos en Lommer,Entire home/apt,292.0,2,2,1.05,10
1199017216311617012,116571922,Oud-Noord,Entire home/apt,288.0,4,0,,262
1199052922477947916,54024517,Zuid,Entire home/apt,,15,5,0.53,0
1199078685061959151,565327731,Centrum-West,Private room,315.0,1,5,0.54,329
1199108008737717091,589317934,De Baarsjes - Oud-West,Entire home/apt,,2,0,,0
1199125579575191309,589324772,Oud-Oost,Private room,127.0,2,31,3.07,102
1199129089524296834,126915000,Noord-West,Entire home/apt,404.0,5,2,0.19,5
1199163468145794080,589343821,Bos en Lommer,Entire home/apt,,3,4,0.39,0
1199180234317020280,589352542,De Pijp - Rivierenbuurt,Entire home/apt,,2,1,0.1,0
1199768376610160912,437057114,Watergraafsmeer,Entire home/apt,315.0,4,0,,194
1199799331699488232,540290532,Centrum-West,Entire home/apt,495.0,2,9,0.95,22
1199900413419861948,589590646,De Pijp - Rivierenbuurt,Entire home/apt,272.0,1,5,0.55,255
1199956051102857139,589590646,Centrum-West,Entire home/apt,329.0,1,1,0.45,361
1200010791012168604,589622662,Centrum-Oost,Entire home/apt,,4,16,1.67,109
1200523092056811929,395930606,Westerpark,Entire home/apt,200.0,4,3,0.29,46
1200538504291396636,405393537,De Baarsjes - Oud-West,Entire home/apt,,2,4,0.4,0
1200655696468000038,588858082,Buitenveldert - Zuidas,Entire home/apt,,1,5,0.54,0
1200712059018564399,88650217,Centrum-Oost,Entire home/apt,848.0,2,17,1.85,341
1200720422128033260,35726476,De Baarsjes - Oud-West,Entire home/apt,270.0,3,15,1.64,109
1200732801540791793,14983231,De Baarsjes - Oud-West,Entire home/apt,149.0,5,4,0.43,332
1200782868679359045,124059113,Centrum-West,Entire home/apt,,3,3,0.29,0
1200830994621071130,6623886,Noord-West,Entire home/apt,198.0,4,7,0.66,35
1200859258482456600,150103636,Oud-Noord,Entire home/apt,,7,2,0.2,0
1201188051140982035,25022385,Watergraafsmeer,Entire home/apt,225.0,1,1,0.57,344
1201233616807145214,10370328,De Baarsjes - Oud-West,Entire home/apt,,4,3,0.34,0
1201249383137706708,52775757,Zuid,Entire home/apt,268.0,3,2,1.03,299
1201250480192894310,59453922,Noord-Oost,Entire home/apt,230.0,5,0,,30
1201360022986776244,586242631,Centrum-Oost,Entire home/apt,166.0,3,5,0.5,145
1201492603974034514,132988651,Bos en Lommer,Entire home/apt,144.0,2,6,0.87,4
1201846476996007358,182385338,De Pijp - Rivierenbuurt,Entire home/apt,237.0,2,2,0.26,36
1201926972979762256,3753109,Oostelijk Havengebied - Indische Buurt,Entire home/apt,,3,9,0.89,0
1201955967496083383,34599830,Watergraafsmeer,Entire home/apt,,3,8,0.9,0
1201969958510646657,14884381,Oud-Noord,Entire home/apt,225.0,5,3,0.29,1
1202033107656217574,454729731,De Baarsjes - Oud-West,Entire home/apt,,2,2,0.22,0
1202060013322685825,559442731,Bijlmer-Centrum,Private room,,1,6,1.03,69
1202094071344574920,560847464,Oostelijk Havengebied - Indische Buurt,Private room,60.0,1,30,2.7,43
1202110576686140162,590170053,Oostelijk Havengebied - Indische Buurt,Entire home/apt,,5,0,,0
1202134824248978977,5978065,Bos en Lommer,Entire home/apt,162.0,2,9,1.1,161
1202699559145764019,274838292,Westerpark,Entire home/apt,153.0,1,55,5.02,306
1202766888719461170,578822209,Centrum-West,Entire home/apt,437.0,5,13,1.19,319
1202766888724529830,578822209,Centrum-West,Entire home/apt,164.0,5,7,0.64,356
1202945557779922907,590413082,Centrum-Oost,Entire home/apt,198.0,2,6,0.65,336
1202997118135602982,30862300,De Baarsjes - Oud-West,Entire home/apt,256.0,3,7,0.74,5
1203458711815932960,18933392,Centrum-West,Private room,,3,0,,0
1203495071884114639,39689381,Oud-Oost,Entire home/apt,,2,12,1.31,0
1203509170931766786,18933392,Centrum-West,Private room,,2,1,0.13,0
1203558381707442064,16784503,Buitenveldert - Zuidas,Entire home/apt,,3,3,0.33,0
1204044528274033924,6907317,De Pijp - Rivierenbuurt,Entire home/apt,217.0,1,4,0.39,72
1204179931096146895,13432849,Westerpark,Entire home/apt,,4,6,0.57,0
1204204510480229073,397850285,De Pijp - Rivierenbuurt,Entire home/apt,513.0,4,9,0.91,219
1204247899814806141,136554933,Centrum-West,Private room,158.0,1,4,0.43,264
1204527481118964409,578822209,Centrum-West,Entire home/apt,345.0,5,14,1.28,217
1204787944766234955,7630323,Noord-Oost,Entire home/apt,200.0,4,2,1.33,42
1204912350390285313,78433097,Oostelijk Havengebied - Indische Buurt,Entire home/apt,,14,0,,0
1205022425541616254,245419797,Centrum-West,Entire home/apt,555.0,3,11,1.07,192
1205029851431982213,540087,De Pijp - Rivierenbuurt,Entire home/apt,404.0,1,4,0.39,88
1205067852756959490,118868229,De Pijp - Rivierenbuurt,Entire home/apt,183.0,2,12,1.21,6
1205080646053490051,138174388,Noord-West,Entire home/apt,206.0,2,6,0.61,6
1205448839575042187,395148827,De Baarsjes - Oud-West,Entire home/apt,180.0,2,4,0.38,28
1205597226024496661,591145267,Zuid,Entire home/apt,225.0,4,3,0.3,96
1205624647807772760,14556283,Bijlmer-Centrum,Entire home/apt,90.0,2,1,0.1,41
1205634132882034247,57389758,Noord-Oost,Entire home/apt,220.0,2,0,,72
1205660232508764656,153108798,De Baarsjes - Oud-West,Entire home/apt,360.0,1,1,0.2,190
1205797984547720808,4883748,Oud-Oost,Entire home/apt,222.0,3,4,0.37,1
1205829843396998661,1879471,Centrum-Oost,Entire home/apt,162.0,3,4,0.38,4
1205856380343912616,112655274,Zuid,Entire home/apt,206.0,2,2,0.36,21
1206207233431895426,128686183,Slotervaart,Entire home/apt,312.0,2,5,0.54,333
1206268254930692295,42103099,De Baarsjes - Oud-West,Entire home/apt,139.0,3,4,0.41,0
1206287555267489041,7004039,De Baarsjes - Oud-West,Entire home/apt,200.0,4,3,0.33,24
1206299583106710041,136446173,De Baarsjes - Oud-West,Entire home/apt,225.0,3,5,0.59,15
1206307837230284638,591367190,Centrum-West,Entire home/apt,,1,7,0.7,35
1206323394243227856,462327192,Centrum-West,Private room,102.0,2,26,2.4,350
1206332029087163297,591372587,De Pijp - Rivierenbuurt,Entire home/apt,342.0,1,0,,269
1206338415146935778,341612112,De Baarsjes - Oud-West,Entire home/apt,126.0,1,0,,72
1206434737058075074,497543132,De Pijp - Rivierenbuurt,Entire home/apt,141.0,2,5,2.73,32
1206444595068048898,904827,Oud-Noord,Entire home/apt,,3,3,0.29,0
1206450192810422399,39110511,Noord-West,Entire home/apt,260.0,1,0,,101
1206609656270998140,75760338,Bos en Lommer,Entire home/apt,,4,5,0.53,2
1206956051483560988,39710258,De Baarsjes - Oud-West,Entire home/apt,350.0,2,3,0.33,350
1207034156618929258,23111861,Zuid,Entire home/apt,221.0,2,1,0.1,352
1207079928941692097,39110511,De Baarsjes - Oud-West,Entire home/apt,245.0,1,6,0.57,69
1207145884215877982,331307196,Buitenveldert - Zuidas,Entire home/apt,,2,2,0.19,0
1207178407699663791,25111666,Centrum-Oost,Entire home/apt,250.0,1,10,0.95,226
1207230735737942015,39110511,De Baarsjes - Oud-West,Entire home/apt,220.0,1,4,0.38,44
1207252420396177726,269805213,Oostelijk Havengebied - Indische Buurt,Entire home/apt,160.0,3,4,0.38,5
1207296136685756995,24998526,Slotervaart,Entire home/apt,,2,1,0.11,0
1207309728411887981,17809759,De Baarsjes - Oud-West,Entire home/apt,,3,1,0.16,0
1207314180755113009,161979594,De Baarsjes - Oud-West,Entire home/apt,201.0,2,4,0.43,44
1207532529205200950,20544193,Buitenveldert - Zuidas,Entire home/apt,483.0,6,0,,90
1207773979976662077,586242631,Centrum-Oost,Entire home/apt,146.0,3,3,1.38,231
1207881218129517450,8529624,Westerpark,Entire home/apt,,3,0,,0
1207939721323676770,54610484,De Baarsjes - Oud-West,Entire home/apt,338.0,5,0,,31
1207955363868881650,39110511,Centrum-West,Entire home/apt,185.0,1,1,0.11,88
1208024153891201489,32420023,Centrum-West,Entire home/apt,320.0,1,63,6.16,139
1208044586270478600,2310302,Zuid,Entire home/apt,495.0,3,5,0.55,71
1208124973359242951,14591874,Noord-Oost,Entire home/apt,346.0,3,0,,21
1208372698831593618,87972100,De Pijp - Rivierenbuurt,Entire home/apt,200.0,2,3,0.54,3
1208522962635823671,576941770,Zuid,Entire home/apt,267.0,4,8,0.87,1
1208573829022197599,113778310,De Pijp - Rivierenbuurt,Entire home/apt,,7,0,,0
1208818337428917425,50186497,De Pijp - Rivierenbuurt,Entire home/apt,300.0,2,4,0.43,354
1208875192005247626,162914232,Bos en Lommer,Entire home/apt,129.0,3,13,1.78,71
1209304297908709333,37392875,Westerpark,Entire home/apt,186.0,3,6,0.63,10
1209406821548836303,7181665,De Baarsjes - Oud-West,Entire home/apt,200.0,2,2,1.03,172
1209509119597831080,438575366,Centrum-West,Entire home/apt,266.0,4,0,,304
1210226685325880655,591619171,Oud-Oost,Entire home/apt,200.0,2,5,0.53,340
1210717955077444787,3093749,De Baarsjes - Oud-West,Entire home/apt,,1,2,0.2,0
1210732388426061447,9252710,Centrum-West,Entire home/apt,320.0,7,0,,142
1210762481559813239,6849979,Centrum-Oost,Entire home/apt,199.0,2,9,0.95,167
1210838443520366591,368358109,De Baarsjes - Oud-West,Entire home/apt,198.0,3,2,0.2,91
1210856816259405876,533874276,Buitenveldert - Zuidas,Entire home/apt,361.0,5,0,,177
1210907016682624270,114800251,De Pijp - Rivierenbuurt,Private room,126.0,1,7,2.08,342
1210922499289529508,2362878,Oostelijk Havengebied - Indische Buurt,Entire home/apt,121.0,2,29,3.18,30
1210929326209598368,22860136,Oostelijk Havengebied - Indische Buurt,Entire home/apt,136.0,2,9,0.96,2
1211002809352438581,77050642,De Baarsjes - Oud-West,Entire home/apt,128.0,2,4,0.44,7
1211364914663619681,84749905,Oud-Noord,Entire home/apt,191.0,3,7,0.69,23
1211394747122585993,149227612,De Baarsjes - Oud-West,Entire home/apt,,3,3,0.32,0
1211433856324895056,23768715,De Pijp - Rivierenbuurt,Entire home/apt,228.0,1,1,0.1,167
1211442254134798693,12752604,Westerpark,Entire home/apt,,3,4,0.45,0
1211487246536101326,17059538,De Baarsjes - Oud-West,Entire home/apt,,3,1,0.11,0
1211544001112024734,592883620,Centrum-Oost,Entire home/apt,298.0,1,23,2.47,337
1211549739859055017,21348575,Westerpark,Entire home/apt,,5,0,,0
1211585087743053516,7233652,De Baarsjes - Oud-West,Entire home/apt,128.0,7,6,0.57,3
1211640911691235752,429814742,Oostelijk Havengebied - Indische Buurt,Entire home/apt,,2,5,0.49,0
1211641181353113218,66043587,De Baarsjes - Oud-West,Entire home/apt,755.0,2,10,0.96,111
1211677353895887069,387108304,De Baarsjes - Oud-West,Entire home/apt,429.0,2,1,0.12,352
1211691408549237606,54031948,De Aker - Nieuw Sloten,Entire home/apt,230.0,3,2,0.21,27
1211742534194893979,230744774,De Baarsjes - Oud-West,Entire home/apt,150.0,5,5,0.52,151
1212065096733486414,59571427,Oud-Oost,Entire home/apt,188.0,3,5,0.48,16
1212087941490948536,200858752,Noord-Oost,Entire home/apt,331.0,7,2,1.22,268
1212162747545345974,37146194,Zuid,Entire home/apt,297.0,2,7,0.77,334
1212192546692388485,289104253,Oostelijk Havengebied - Indische Buurt,Entire home/apt,209.0,1,3,0.3,0
1212195625542621609,289104253,Oostelijk Havengebied - Indische Buurt,Entire home/apt,238.0,1,16,1.51,0
1212261030812670313,87383005,De Baarsjes - Oud-West,Entire home/apt,186.0,2,5,0.55,83
1212913920427805932,82457427,Centrum-West,Entire home/apt,,5,6,0.65,3
1213012135278922287,8571784,De Baarsjes - Oud-West,Private room,111.0,3,30,3.03,359
1213127054904359129,6837529,Oud-Oost,Entire home/apt,168.0,8,6,0.64,49
1213150086027650957,49929708,De Baarsjes - Oud-West,Entire home/apt,188.0,3,0,,167
1213586659522855404,8793490,Oud-Oost,Entire home/apt,213.0,7,6,0.62,174
1213649157360959220,66590751,Buitenveldert - Zuidas,Entire home/apt,,2,2,0.21,0
1213716963392897886,8485124,Oostelijk Havengebied - Indische Buurt,Entire home/apt,174.0,7,1,0.13,289
1213730570029982291,253781525,Zuid,Entire home/apt,338.0,3,5,0.54,363
1213865722899021815,78406089,Oud-Oost,Entire home/apt,220.0,3,6,0.64,283
1213897347496953929,154774784,De Pijp - Rivierenbuurt,Entire home/apt,200.0,3,4,0.41,167
1214341866665460978,20874509,Oud-Oost,Entire home/apt,405.0,3,2,0.23,90
1214949930508501126,593869358,De Baarsjes - Oud-West,Entire home/apt,,2,0,,0
1215714613017334141,38255117,Oud-Oost,Entire home/apt,199.0,4,0,,57
1215738058515726938,28056378,De Baarsjes - Oud-West,Entire home/apt,225.0,14,3,0.35,62
1215771170482734311,57121275,Centrum-West,Entire home/apt,260.0,5,2,0.21,282
1215812515626255811,423971213,De Baarsjes - Oud-West,Entire home/apt,405.0,3,1,0.18,128
1215862583763142404,2889957,Bijlmer-Oost,Entire home/apt,,7,2,0.26,0
1215871703416918591,136374986,De Baarsjes - Oud-West,Entire home/apt,361.0,1,6,0.62,15
1215946115764392174,76161984,Geuzenveld - Slotermeer,Private room,135.0,2,12,1.22,65
1216011388417484824,378207405,Oud-Oost,Entire home/apt,,6,1,0.11,0
1216439047693342660,276344720,De Baarsjes - Oud-West,Entire home/apt,270.0,2,2,0.21,22
1216509681960157428,37221894,De Baarsjes - Oud-West,Entire home/apt,251.0,3,2,0.2,110
1216520418214876107,594299455,Centrum-West,Private room,854.0,2,9,0.88,114
1216535932542641540,10380795,Oud-Oost,Entire home/apt,,17,1,0.11,3
1216571149630361021,126643561,Centrum-West,Entire home/apt,376.0,4,3,0.38,3
1216577870634254449,169813925,Zuid,Entire home/apt,,2,2,0.2,0
1216580093798251287,49858446,De Baarsjes - Oud-West,Entire home/apt,630.0,2,4,0.7,198
1216580468254581938,3349629,Westerpark,Entire home/apt,332.0,5,1,0.71,85
1216609263586519358,369021934,Westerpark,Entire home/apt,,3,7,0.71,0
1216630835622014042,43423288,Oud-Oost,Entire home/apt,141.0,3,8,1.41,152
1216678139146536002,17644048,De Baarsjes - Oud-West,Entire home/apt,,5,9,0.98,1
1216704754406129941,6907317,Noord-Oost,Entire home/apt,,5,0,,0
1216717377569499484,26519116,De Pijp - Rivierenbuurt,Entire home/apt,283.0,1,4,0.44,7
1216732780943157280,57543360,De Pijp - Rivierenbuurt,Entire home/apt,246.0,3,0,,302
1216732836560237761,121911623,Oostelijk Havengebied - Indische Buurt,Entire home/apt,203.0,2,7,0.77,69
1216736538871629065,387480778,De Pijp - Rivierenbuurt,Entire home/apt,750.0,2,2,0.2,316
1216742893737791476,146776246,IJburg - Zeeburgereiland,Entire home/apt,450.0,3,0,,183
1216748592516631633,65641806,Zuid,Entire home/apt,180.0,3,5,0.55,10
1216763353109237119,165575145,Westerpark,Entire home/apt,324.0,4,6,0.62,254
1217267410334482884,7546164,Noord-West,Entire home/apt,117.0,2,6,0.61,57
1217439964853174963,53946798,De Baarsjes - Oud-West,Entire home/apt,450.0,2,5,0.52,346
1217491150173846969,368221934,Centrum-Oost,Entire home/apt,,2,4,0.4,0
1217850937891107605,103548891,De Baarsjes - Oud-West,Entire home/apt,293.0,3,13,1.28,163
1218207278386331178,382001693,Zuid,Entire home/apt,,2,2,0.23,0
1218288612134983237,12295544,De Baarsjes - Oud-West,Entire home/apt,,2,4,0.43,0
1218559946743294362,135616053,Centrum-Oost,Entire home/apt,397.0,14,4,0.5,33
1218643348115556555,65781345,De Aker - Nieuw Sloten,Entire home/apt,348.0,2,6,0.69,276
1218655364435307298,394101086,Westerpark,Entire home/apt,,3,0,,0
1218683770157341494,22761373,Noord-Oost,Entire home/apt,189.0,5,1,0.67,138
1218948444292044723,4217949,Westerpark,Entire home/apt,175.0,7,3,0.35,10
1219428037460752189,126595743,De Baarsjes - Oud-West,Entire home/apt,373.0,3,13,1.38,318
1219439786229947493,82615246,De Baarsjes - Oud-West,Entire home/apt,,14,2,0.23,0
1219496439184627591,83253632,De Pijp - Rivierenbuurt,Entire home/apt,475.0,3,0,,365
1220179857416619677,36887289,Zuid,Entire home/apt,490.0,5,1,0.6,176
1220208389927584970,74326585,De Pijp - Rivierenbuurt,Entire home/apt,495.0,1,0,,268
1220393150182830211,6891388,De Pijp - Rivierenbuurt,Entire home/apt,167.0,3,3,3.0,6
1220842903614105472,35273146,Bos en Lommer,Entire home/apt,303.0,2,9,0.98,80
1220891485298100319,14835667,De Pijp - Rivierenbuurt,Entire home/apt,,2,6,0.98,357
1220930041888376099,595508214,Oud-Noord,Entire home/apt,360.0,4,1,0.67,122
1221005515843919678,1830475,Oostelijk Havengebied - Indische Buurt,Entire home/apt,,4,0,,0
1221126358102458113,21257548,Zuid,Entire home/apt,,2,3,0.31,0
1221572481595092953,293523411,De Baarsjes - Oud-West,Entire home/apt,475.0,3,3,0.3,336
1221579710794869528,167603659,De Baarsjes - Oud-West,Entire home/apt,,2,1,0.18,0
1221580344177848903,15887775,Centrum-West,Private room,208.0,3,57,5.84,47
1221632557946497701,39110511,Bos en Lommer,Entire home/apt,185.0,1,0,,106
1221673933919383842,7351200,De Pijp - Rivierenbuurt,Entire home/apt,315.0,2,7,0.88,173
1222357144819532343,201732674,De Pijp - Rivierenbuurt,Entire home/apt,176.0,1,1,0.11,167
1222452846089772090,98809586,Westerpark,Entire home/apt,315.0,7,13,1.35,169
1222921645261086904,441028016,Zuid,Entire home/apt,,3,1,0.14,0
1222969334759346101,67037730,De Pijp - Rivierenbuurt,Entire home/apt,225.0,3,5,0.64,45
1223012144864630167,31418259,De Baarsjes - Oud-West,Entire home/apt,269.0,1,1,0.12,308
1223134623638157009,70752066,Watergraafsmeer,Entire home/apt,,3,7,0.71,0
1223169000874589526,5679800,De Pijp - Rivierenbuurt,Entire home/apt,,3,2,1.58,0
1223200937724319466,24956830,Zuid,Entire home/apt,,1,9,0.89,0
1223246059718573815,13523997,Zuid,Entire home/apt,180.0,2,1,1.0,16
1223263195210740089,65888777,Bos en Lommer,Entire home/apt,,2,2,0.92,0
1223264610521411853,31586636,Noord-Oost,Entire home/apt,145.0,28,0,,124
1223304313247746267,43990430,De Baarsjes - Oud-West,Entire home/apt,210.0,7,2,1.13,358
1223685506072475976,14263837,De Baarsjes - Oud-West,Entire home/apt,193.0,5,2,0.21,50
1223707779199380743,59484,Centrum-Oost,Entire home/apt,127.0,2,58,5.82,231
1223771431988558157,58851974,Oostelijk Havengebied - Indische Buurt,Entire home/apt,180.0,2,4,0.7,31
1223781562545928935,64797879,Slotervaart,Entire home/apt,135.0,10,4,0.4,87
1223872268249175521,82062485,IJburg - Zeeburgereiland,Entire home/apt,,3,12,1.2,0
1224240965687407879,5046777,De Baarsjes - Oud-West,Entire home/apt,181.0,2,9,1.12,171
1224315760862103859,102195274,Oud-Noord,Entire home/apt,,10,0,,16
1224335920790332926,133081519,Centrum-West,Entire home/apt,405.0,2,6,0.67,365
1224343302750490759,7031601,Watergraafsmeer,Entire home/apt,144.0,1,0,,167
1224468579876605068,380881887,Centrum-Oost,Entire home/apt,207.0,2,5,0.52,28
1224506532367011674,2313505,De Aker - Nieuw Sloten,Entire home/apt,331.0,3,4,0.68,86
1224551260496062085,7022820,Centrum-West,Entire home/apt,,3,2,0.22,0
1224558547023425571,39110511,Oud-Noord,Entire home/apt,180.0,1,2,0.32,87
1224580131533354244,533297776,Centrum-West,Entire home/apt,279.0,1,13,1.49,278
1224597108247269889,131911468,Centrum-Oost,Entire home/apt,343.0,1,1,0.11,361
1224664806815774822,19469475,Centrum-West,Private room,176.0,2,75,7.68,233
1225151861719369775,44551731,Zuid,Private room,65.0,3,3,0.37,128
1225274219253144791,74572169,Buitenveldert - Zuidas,Entire home/apt,315.0,1,4,0.44,83
1225945033703709331,62901191,De Pijp - Rivierenbuurt,Entire home/apt,210.0,2,4,0.44,151
1225993844996894594,392374866,Centrum-Oost,Entire home/apt,,2,11,1.66,0
1226094456231222872,41441025,Centrum-West,Entire home/apt,187.0,7,1,0.11,15
1226166568858008126,353457194,Centrum-West,Private room,135.0,2,17,4.05,39
1226676824515961190,597066460,Oostelijk Havengebied - Indische Buurt,Entire home/apt,188.0,1,5,0.56,252
1226696177931440361,80228110,Oostelijk Havengebied - Indische Buurt,Entire home/apt,1801.0,3,5,0.55,22
1226727727987158273,9265236,Centrum-Oost,Entire home/apt,240.0,2,0,,358
1226967335885547170,423805632,Oud-Oost,Entire home/apt,225.0,2,1,0.2,122
1227259853613989646,35172708,Centrum-West,Entire home/apt,285.0,3,6,0.65,185
1227368232554405316,4707615,Bos en Lommer,Entire home/apt,125.0,2,7,0.76,0
1227485196446854921,18915848,IJburg - Zeeburgereiland,Entire home/apt,203.0,2,14,1.55,338
1227500643847704030,393881639,Centrum-West,Entire home/apt,260.0,2,5,0.54,2
1227519933159014616,154433811,Slotervaart,Private room,67.0,1,69,6.92,63
1227530917682293752,520343090,Centrum-West,Entire home/apt,375.0,3,15,1.65,79
1227565947494208854,5136065,Oud-Noord,Entire home/apt,155.0,4,3,0.33,36
1227602670802754926,133423729,De Baarsjes - Oud-West,Entire home/apt,475.0,5,1,0.18,14
1228037171381377464,597434259,Oud-Oost,Entire home/apt,340.0,2,2,0.22,105
1228045209203236689,4634280,De Pijp - Rivierenbuurt,Entire home/apt,,2,0,,0
1228139355616941790,597457837,De Baarsjes - Oud-West,Entire home/apt,300.0,2,0,,127
1228166844769274717,647207,Oud-Noord,Entire home/apt,,5,0,,0
1228747258168329229,113437754,De Baarsjes - Oud-West,Entire home/apt,,3,2,0.22,0
1228761015834848716,141677638,Buitenveldert - Zuidas,Entire home/apt,200.0,1,6,1.05,274
1228819470811818426,198405490,Centrum-Oost,Entire home/apt,,180,0,,16
1229511827140611208,467768975,De Baarsjes - Oud-West,Entire home/apt,405.0,1,8,0.89,62
1229535590625160817,32881195,Zuid,Entire home/apt,376.0,3,3,0.35,14
1229571506765408877,41548045,Noord-Oost,Entire home/apt,180.0,2,5,0.53,177
1230182959606413370,241481221,Noord-West,Entire home/apt,,1,6,0.85,10
1230270641926807392,21150083,Slotervaart,Entire home/apt,,3,1,0.13,0
1230387487290359350,55822548,Zuid,Entire home/apt,190.0,5,2,0.22,158
1230454915713513653,598031335,Centrum-Oost,Private room,130.0,3,10,1.06,7
1230533415456461191,100672531,Osdorp,Entire home/apt,131.0,3,4,0.48,20
1230934046268369916,58844918,Centrum-West,Entire home/apt,400.0,2,1,0.67,256
1231056584845733216,466619294,De Pijp - Rivierenbuurt,Entire home/apt,,1,0,,0
1231098021380575257,6304291,Centrum-Oost,Entire home/apt,345.0,3,6,2.69,20
1231115270464077414,8591448,Centrum-West,Entire home/apt,325.0,3,0,,173
1231217903937174615,20389469,De Baarsjes - Oud-West,Entire home/apt,,2,1,0.11,0
1231670718440918004,210309035,De Pijp - Rivierenbuurt,Entire home/apt,193.0,3,3,0.36,86
1231836813695323998,7471863,Oud-Noord,Entire home/apt,,4,1,0.18,0
1231855771815028884,33719020,Oostelijk Havengebied - Indische Buurt,Entire home/apt,149.0,5,4,0.47,9
1231856173652149853,598372312,De Baarsjes - Oud-West,Entire home/apt,,2,1,0.18,0
1231953594725733932,21177482,Watergraafsmeer,Entire home/apt,135.0,5,2,0.4,133
1232325161558836331,9674921,Buitenveldert - Zuidas,Entire home/apt,202.0,21,0,,365
1232334425797410662,5484172,De Baarsjes - Oud-West,Entire home/apt,180.0,1,0,,167
1232377709431464523,3529778,Centrum-West,Private room,158.0,2,46,5.0,294
1232596852663607314,10739758,De Baarsjes - Oud-West,Entire home/apt,144.0,3,2,0.88,94
1232745347960164803,24686445,De Baarsjes - Oud-West,Entire home/apt,136.0,12,1,0.11,31
